,Rate,Comment
711,1,"Pls do not get into trap of Exchange Offer. The executive looks for options not to take the exchanged product and u are made to pay the difference of amount. 2mm chip in a 3year old Sony Laptop was rejected as exchange despite passing all the 10 checklist parameters. The chip at one cornwr is not even noticable, but the delivery person recorder it as Body Badly Damaged. When challanged how this 2mm chip is Heavily Damaged, he had no answer. When I paid the differencial amount of 5000 as excha..."
712,1,not good
713,1,my touchpad is loose.don't buy from flipkart
714,1,"Key Board is not functioning properly, This is faulted PC."
715,1,the product is faulty. it has just been 3 days and already the USB ports arent working
716,1,There is issue in mac as its now completely dead
717,1,Two different Hardware problem arise within 10 months never ever trust flipkart over expensive electronics
718,1,World Class worst product. I never think of the apple will be such a bad product. MAC operating system is THE bad amongst all.
719,1,Great products and great delivery
720,1,Battery life not good.
721,1,"Mother board stopped working after 6 months, replaced with a old mother board, which again stopped working after a year. Worst buy."
722,1,It's awsome
723,1,I pay 499rs for buy back guarantee but i do not get anything and also laptop is so much heating
724,1,"Its very bad experience .....
I ordered MacBook air ... the serial number mentioned in invoice and the actual serial number mentioned in device is different for which warranty is already 50 days over"
725,1,"Don't take, here they mentioned easy return. But there is no return only exchange"
726,1,"Product is good. But Flipkart change the price of product from 57000 to 45000 in 15 days.
Disappointed."
727,1,I was sent a Dell laptop instead of my Macbook air. Further I am unable to request for a replacement on the flipkart website. Horrible.
728,1,friends mein flipkart from macbook bought me from flipkart to send input from bill no more than a month from me. I do not want to send flipkart shopping
729,1,I got damaged product from flipkart and when I called for the replacement within 10 days I still got no response from the flipkart team. Do not buy from flipkart.
730,2,"Display sucks, battery life is great, portable enough so don't think of weight, battery life good enough you don't have to carry n charger everytime"
731,2,It's is quite good n really amazing at 45k budget I love this product but delivery is very late. Battery backup is super very slim n well design n compacted
732,2,"Update- 22 july 2019: so my MacBook air which was not in use for several days like 10,15 days got dead. Yes no damage nothing was placed in dry place no charging issue. The motherboard is dead and now I can’t figure out how this thing happened. I have not expected this type of cheap quality product from apple. Big disappointment. And yeah let me
Tell you now it will cost me nearly 20,000 to repair it. What a sick product.


On time delivery! Easy to understand little bit slow when u open fo..."
733,2,Changed my rating from 5 star to 2 star.. within six month my macbook battery is dead. Last night i used it and in the morning the battery is dead. Battery need to be replaced now..
734,2,"Laptop is really good. I've bought it 2.5 years ago and working fine for first year and then suddenly I was unable to start my Mac. Display was not working but my good luck that it was still in warrenty and thus they have replaced motherboard and it started working again and after exactly one year I'm facing same issue but this time they told me that I need to replace the motherboard which coast me 42000.

I suggest not to buy this laptop."
735,2,"I have used all Apple products and my experience is quite satisfactory. But about Macbook Air 2017 model, let me confess, even though the hardware is quite satisfactory, Mac OS is not up to the mark. First and foremost issue is, its OS is not user friendly like iphone OS. It is hell and heaven difference between Mac OS (Mojave) and iphone OS. Sound quality, form factor, battery even display is very good. You can easily use But you will have to struggle to get a simple thing done. I do not f..."
736,2,I am posting this 1 star not for the laptop but for Flipkart..They keep exchange offer and expect that customers will give them a brand new product in return.The pick up guy comes and cancels for scratches
737,2,It work slow
738,5,keyboard not working x and y button
739,2,"don't buy MacBook online, keyboard not working ,not repairable only replaceable"
740,2,Came with a bad battery life. Dies pretty quickly.
741,2,The flap just falls back if you open it a bit more than a right angle. Happens for all the Macs ordered through Flipkart.
742,2,If you want to buy it for that Apple logo and amazing build quality it will be a great buy... the problem is actually in mac os... If you switching from windows to mac( in this case you most probably are) you are actually downgrading in terms of os.. Mac is no where close to windows... You will feel cramped you won't find lots of handy options... Dragging is such a mess... And lot of such problems... That even you get familiar with the os you are going to miss tha windows os.
743,2,"don't buy this Laptop, the Mac Book Air very bad quality parts, this should be repair after 10 month or 15 months, the repair cast near 43000/- , if you ready pay next 43K , you will buy , or should be buy extend warrant , if not don't buy this Mac book. I am not understand the Big Apple product is very bad."
744,2,Pathetic product delivered by flipkart. Charger stopped working after 7 months and even the mousepad. System shuts down abnormally. No response taken by flipkart so far after sending multiple emails. Waste of money and mentally harassing.
745,2,I think window is better system Crashes
746,2,Nice but build quality of macbook air is not as robust as before. Backplate knocks when u hold it in hands. It knocks continuously when u use it in bed or Diwan cot. Absolutuley annoying for this half lakh worth product.
747,2,Only a show off product
748,2,Just after 1year damage trackpad
749,2,Okay
750,2,Charger getting extremely hot.
751,2,After 6 months of use the laptop gets overheated so much and lags also.Also tally doesn't work in this.The battery in the start is so amazimg but after 6 months of use it drains like heavy rain.
752,2,Dead in just three months haven't got any support from jeevs or flipkart even after purchased total protection plan . More than 100 calls 5 to 6 times complaints these cheater every time only asking what is your problem.worst worst service
753,2,Jabar dasth laptop
754,2,not good
755,2,I have purchased Mac Book Air online but after 2 days Mac Book Air Screen got vertical line. Its very tough to purchase through e-commerce.
756,2,Dear all. When I placed the order I was very confused about the quality and authenticity of the product. So after receiving the package I directly went to the Apple service Center and got my Mac book check. It is 100%genuine product.
757,2,not cost worthy
758,2,no issue in product as of now.
759,2,I have got faulty product. Apple and Flipcart both are not helping.
760,2,"after 20 days, i found a sharp scratch in back side of laptop. it is very disappointed for me..."
761,2,No proper after sales service by Flipkart
762,2,The item is defective. The cursor keeps disappearing every 10 mins and I have to fidget with it before it comes back.
763,2,best performance good quality
764,2,Got 2017 Model
765,2,the laptop is good and I bought in big billion sales for 45 k. product was delivered in 12 hours. however I opted for exchange and they rejected in exchange saying laptop doesn't boot in 5 seconds. I raised customer support also but no luck. they are avoiding old ones and make us to buy in cash
766,2,"I have used the product, the laptop as well as the charger gets heated up very quickly and too much"
767,2,Good and interesting product
768,2,"Seems refurbished, battery stands for only 3-4 hours."
769,2,While i charging my Mac the power is also passing through out the body in very low voltage....
770,2,The product is not having 1 year warranty it have inly for 10 months. Flipkart cheated
771,2,Heating problem i want replacement
772,3,"very less storage,poor display and no useful free app available in Apple store. most important MS office for Mac book very costly"
773,3,actually the product was good but I have the concerned about the battery battery is not like what they have describe it like 12 hours of full day work battery life but I guess there is like you can use for 4 hours continuously but no after that you need to connect the charger otherwise is good but battery is not good
774,3,"I got a faulty product. The delivery was fantastic. Packaging was perfect and the experience of a mac was superb. However, the usb ports do not work for me which is a disappointment. I will now need to carry it to a service centre or apple store and get it replaced. I noticed it a couple days later since I didn’t try usb. So, this makes my experience a little bitter. Nevertheless good job with the delivery flipkart. Appreciate"
775,3,"5 🌟 for Flipkart's delivery.
3 🌟 for laptop. Laptop is really nice and light weighted.

pros:-
1. Light weight hence portable
2. Very good battery life.
3. Fast boot up
4. Android studio and xcode runs smoothly without lag. Even emulator of Android studio runs very smoothly.
5. Mag safe port is really good thing.

cons:-
1. Its i5 5th gen which is very old.
2. Display is small but that cannot be considered as cons.

if all pros are there then why just 3 🌟?
Because I feel my device is defe..."
